,id,credits,cast_count,director
10,tm1001366,"[{'person_id': 2174445, 'name': 'Foster Solomon', 'character': 'Elijah', 'role': 'ACTOR'}, {'person_id': 2174414, 'name': 'Keisha Wallace', 'character': 'Robin', 'role': 'ACTOR'}, {'person_id': 2174476, 'name': 'Alexander Sapp', 'character': 'Chill', 'role': 'ACTOR'}, {'person_id': 2174399, 'name': 'Hope Ward', 'character': 'Danitra', 'role': 'ACTOR'}, {'person_id': 2174445, 'name': 'Foster Solomon', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",4.0,Foster Solomon
11,tm1001486,"[{'person_id': 59065, 'name': 'George Tchortov', 'character': 'George', 'role': 'ACTOR'}, {'person_id': 589958, 'name': 'Alanna Bale', 'character': 'Anna', 'role': 'ACTOR'}, {'person_id': 16254, 'name': 'Adrian Holmes', 'character': 'Captain Williams', 'role': 'ACTOR'}, {'person_id': 808995, 'name': 'Chris Mark', 'character': 'David', 'role': 'ACTOR'}, {'person_id': 1009282, 'name': 'Eric Hicks', 'character': 'Scott', 'role': 'ACTOR'}, {'person_id': 1026969, 'name': 'Michael Delaney', 'character': 'Eli', 'role': 'ACTOR'}, {'person_id': 1160025, 'name': 'Dylan Mask', 'character': 'Jim', 'role': 'ACTOR'}, {'person_id': 1821413, 'name': 'James Mark', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",7.0,James Mark
12,tm100157,"[{'person_id': 25539, 'name': 'Nicole LaLiberte', 'character': 'Natalie', 'role': 'ACTOR'}, {'person_id': 28127, 'name': 'Ty Jones', 'character': 'Noah', 'role': 'ACTOR'}, {'person_id': 355463, 'name': 'Dawn Noel', 'character': 'Jasmine', 'role': 'ACTOR'}, {'person_id': 51172, 'name': 'Naama Kates', 'character': 'Melanie', 'role': 'ACTOR'}, {'person_id': 355464, 'name': 'Maine Anders', 'character': 'Sonia', 'role': 'ACTOR'}, {'person_id': 355465, 'name': 'Mark Saturno', 'character': 'Michael', 'role': 'ACTOR'}, {'person_id': 355466, 'name': 'Heath Kelts', 'character': 'Jim', 'role': 'ACTOR'}, {'person_id': 80276, 'name': 'Katie Wallack', 'character': 'Rebecca', 'role': 'ACTOR'}, {'person_id': 267249, 'name': 'Meret Oppenheim', 'character': ""Natalie's Mother"", 'role': 'ACTOR'}, {'person_id': 77781, 'name': 'Kira Sternbach', 'character': 'Joe', 'role': 'ACTOR'}, {'person_id': 355469, 'name': 'Jacqueline Hendy', 'character': 'Veronica', 'role': 'ACTOR'}, {'person_id': 355467, 'name': 'Millana Snow', 'character': 'Sarit', 'role': 'ACTOR'}, {'person_id': 355468, 'name': 'Abdul Malik Abbott', 'character': 'Omar', 'role': 'ACTOR'}, {'person_id': 355471, 'name': 'Kseniya Shyrokava', 'character': 'Damsel in distress', 'role': 'ACTOR'}, {'person_id': 355470, 'name': 'Adam Sales', 'character': 'Psycho Killer', 'role': 'ACTOR'}, {'person_id': 355472, 'name': 'Renee Garzon', 'character': 'Girl on bike / Go-go dancer', 'role': 'ACTOR'}, {'person_id': 355473, 'name': 'Sanli Ozlen', 'character': 'Antonella', 'role': 'ACTOR'}, {'person_id': 355474, 'name': 'Will Pentecost', 'character': 'Ashtray', 'role': 'ACTOR'}, {'person_id': 355475, 'name': 'Irving Schwartz', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",18.0,Irving Schwartz
13,tm100158,"[{'person_id': 8357, 'name': 'Gian Maria Volonté', 'character': 'Dottore', 'role': 'ACTOR'}, {'person_id': 149382, 'name': 'Florinda Bolkan', 'character': 'Augusta Terzi', 'role': 'ACTOR'}, {'person_id': 525060, 'name': 'Gianni Santuccio', 'character': 'Police Prefect', 'role': 'ACTOR'}, {'person_id': 323736, 'name': 'Orazio Orlando', 'character': 'Biglia', 'role': 'ACTOR'}, {'person_id': 210324, 'name': 'Sergio Tramonti', 'character': 'Antonio Pace', 'role': 'ACTOR'}, {'person_id': 45161, 'name': 'Arturo Dominici', 'character': 'Mangani', 'role': 'ACTOR'}, {'person_id': 538235, 'name': 'Aldo Rendine', 'character': 'Nicola Panunzio', 'role': 'ACTOR'}, {'person_id': 164675, 'name': 'Massimo Foschi', 'character': ""Augusta's Husband"", 'role': 'ACTOR'}, {'person_id': 476248, 'name': 'Aleka Paizi', 'character': 'Governess', 'role': 'ACTOR'}, {'person_id': 14858, 'name': 'Vittorio Duse', 'character': 'Canes', 'role': 'ACTOR'}, {'person_id': 216572, 'name': 'Pino Patti', 'character': 'Wiretapping Dep. Head', 'role': 'ACTOR'}, {'person_id': 129341, 'name': 'Salvo Randone', 'character': 'Plumber', 'role': 'ACTOR'}, {'person_id': 801621, 'name': 'Fulvio Grimaldi', 'character': 'Patanè', 'role': 'ACTOR'}, {'person_id': 1528780, 'name': 'Giuseppe Licastro', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 221641, 'name': 'Filippo De Gara', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 532180, 'name': 'Ugo Adinolfi', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 98108, 'name': 'Franco Marletta', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1528781, 'name': 'Giacomo Bellini', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 517878, 'name': 'Giuseppe Terranova', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 548695, 'name': 'Vincenzo Falanga', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 499955, 'name': 'Roberto Bonanni', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1528658, 'name': 'Guido Buzzelli', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1528701, 'name': 'Gino Usai', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 205856, 'name': 'Calogero Azzaretto', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 17373, 'name': 'Gianfranco Barra', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 217058, 'name': 'Aristide Caporale', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 61597, 'name': 'Ettore Geri', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 503019, 'name': 'Alfonso Giganti', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 226809, 'name': 'Franco Magno', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 527987, 'name': 'Enrico Marciani', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 535539, 'name': 'Enzo Mondino', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1131657, 'name': 'Mario Pascucci', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 526479, 'name': 'Fulvio Pellegrino', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 219235, 'name': 'Elio Petri', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1359585, 'name': 'Alessandro Tedeschi', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 219235, 'name': 'Elio Petri', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",35.0,Elio Petri
14,tm1001637,"[{'person_id': 53151, 'name': 'Saif Ali Khan', 'character': 'Rakesh Trivedi aka ""Bunty""', 'role': 'ACTOR'}, {'person_id': 45227, 'name': 'Rani Mukerji', 'character': 'Vimmy Trivedi aka ""Babli""', 'role': 'ACTOR'}, {'person_id': 1051227, 'name': 'Siddhant Chaturvedi', 'character': 'Kunal Singh aka ""Bunty""', 'role': 'ACTOR'}, {'person_id': 1317926, 'name': 'Sharvari Wagh', 'character': 'Sonia Rawat aka ""Babli""', 'role': 'ACTOR'}, {'person_id': 239271, 'name': 'Pankaj Tripathi', 'character': 'Inspector Jatayu Singh', 'role': 'ACTOR'}, {'person_id': 2141463, 'name': 'Agrim Mittal', 'character': 'Pappu Trivedi', 'role': 'ACTOR'}, {'person_id': 2161480, 'name': 'Rajiv Gupta', 'character': 'Inspector Rajiv Gupta', 'role': 'ACTOR'}, {'person_id': 84410, 'name': 'Brijendra Kala', 'character': 'Mahmood', 'role': 'ACTOR'}, {'person_id': 57763, 'name': 'Prem Chopra', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 68984, 'name': 'Gopal Datt', 'character': 'Nandkishore', 'role': 'ACTOR'}, {'person_id': 65031, 'name': 'Yashpal Sharma', 'character': 'Mayor Chhutwa Chaubey', 'role': 'ACTOR'}, {'person_id': 265207, 'name': 'Mohit Baghel', 'character': 'Golu Chaubey', 'role': 'ACTOR'}, {'person_id': 64529, 'name': 'Asrani', 'character': 'Thehrey Singh', 'role': 'ACTOR'}, {'person_id': 67497, 'name': 'Neeraj Sood', 'character': 'Chaddha', 'role': 'ACTOR'}, {'person_id': 2141386, 'name': 'Sapna Sand', 'character': 'MLA Pyaari Didi', 'role': 'ACTOR'}, {'person_id': 190968, 'name': 'Varun V. Sharma', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",15.0,Varun V. Sharma
15,tm1002150,"[{'person_id': 25769, 'name': 'Josh Peck', 'character': 'Vince', 'role': 'ACTOR'}, {'person_id': 47967, 'name': 'Wilson Bethel', 'character': 'Ricky', 'role': 'ACTOR'}, {'person_id': 44608, 'name': 'Lina Esco', 'character': 'Becky', 'role': 'ACTOR'}, {'person_id': 1161094, 'name': 'Kyp Malone', 'character': 'Jamal', 'role': 'ACTOR'}, {'person_id': 656076, 'name': 'Jordan Rock', 'character': 'Wiz', 'role': 'ACTOR'}, {'person_id': 736959, 'name': 'Aric Floyd', 'character': 'Jake', 'role': 'ACTOR'}, {'person_id': 1801995, 'name': 'Rory Anne Dahl', 'character': 'Rory', 'role': 'ACTOR'}, {'person_id': 953344, 'name': 'David Hemphill', 'character': 'Martin Midnight', 'role': 'ACTOR'}, {'person_id': 1799893, 'name': 'Darius Levanté', 'character': 'Alan', 'role': 'ACTOR'}, {'person_id': 256757, 'name': 'Jordan David', 'character': 'Parker', 'role': 'ACTOR'}, {'person_id': 322088, 'name': 'Cru Ennis', 'character': 'Saul', 'role': 'ACTOR'}, {'person_id': 78033, 'name': 'Jordan Christian Hearn', 'character': 'Curious Soldier', 'role': 'ACTOR'}, {'person_id': 1875450, 'name': 'Bailee MyKell Cowperthwaite', 'character': 'Rose', 'role': 'ACTOR'}, {'person_id': 1337190, 'name': 'Jeff Desom', 'character': 'Not Applicable', 'role': 'DIRECTOR'}, {'person_id': 161764, 'name': ""Dugan O'Neal"", 'character': 'Not Applicable', 'role': 'DIRECTOR'}, {'person_id': 307231, 'name': 'Saman Kesh', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",13.0,"Jeff Desom, Dugan O'Neal, Saman Kesh"
16,tm1002374,"[{'person_id': 187528, 'name': 'Sumanth', 'character': 'Goutham', 'role': 'ACTOR'}, {'person_id': 213175, 'name': 'Nandita Swetha', 'character': 'Swathi', 'role': 'ACTOR'}, {'person_id': 45436, 'name': 'Nassar', 'character': 'Ranjan', 'role': 'ACTOR'}, {'person_id': 128397, 'name': 'Jayaprakash', 'character': 'Kumar', 'role': 'ACTOR'}, {'person_id': 172400, 'name': 'Suman Ranganathan', 'character': 'Ramya', 'role': 'ACTOR'}, {'person_id': 130935, 'name': 'Vennela Kishore', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 238027, 'name': 'J. Sathish Kumar', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 256763, 'name': 'Boxer Dheena', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 238264, 'name': 'Pradeep Krishnamoorthy', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",8.0,Pradeep Krishnamoorthy
17,tm10026,"[{'person_id': 35553, 'name': 'Victor McLaglen', 'character': 'Marty Malone', 'role': 'ACTOR'}, {'person_id': 137835, 'name': 'William Gargan', 'character': ""Mike O'Mara"", 'role': 'ACTOR'}, {'person_id': 59175, 'name': 'Paul Kelly', 'character': 'Jerry Donovan', 'role': 'ACTOR'}, {'person_id': 60618, 'name': 'Beatrice Roberts', 'character': 'Helen McCoy', 'role': 'ACTOR'}, {'person_id': 28503, 'name': 'Frank Jenks', 'character': 'Sam', 'role': 'ACTOR'}, {'person_id': 51098, 'name': 'John Gallaudet', 'character': ""Joe O'Mara"", 'role': 'ACTOR'}, {'person_id': 47762, 'name': 'Samuel S. Hinds', 'character': 'Judge Henry Harrison', 'role': 'ACTOR'}, {'person_id': 42498, 'name': 'Joe Downing', 'character': 'Frank Diamond', 'role': 'ACTOR'}, {'person_id': 20170, 'name': 'Arthur Hoyt', 'character': 'Webster', 'role': 'ACTOR'}, {'person_id': 33406, 'name': 'Minerva Urecal', 'character': 'Maria', 'role': 'ACTOR'}, {'person_id': 71902, 'name': 'Addison Richards', 'character': 'Inspector Bresnahan', 'role': 'ACTOR'}, {'person_id': 127302, 'name': 'Mickey Rentschler', 'character': 'Young Marty', 'role': 'ACTOR'}, {'person_id': 65189, 'name': 'Scotty Beckett', 'character': 'Young Mike', 'role': 'ACTOR'}, {'person_id': 27198, 'name': 'Dickie Jones', 'character': 'Young Joe', 'role': 'ACTOR'}, {'person_id': 27222, 'name': 'Tommy Bupp', 'character': 'Young Jerry', 'role': 'ACTOR'}, {'person_id': 137753, 'name': 'Juanita Quigley', 'character': 'Young Helen', 'role': 'ACTOR'}, {'person_id': 96555, 'name': 'Jerry Tucker', 'character': 'Playground Child', 'role': 'ACTOR'}, {'person_id': 153154, 'name': 'Ray McCarey', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",17.0,Ray McCarey
18,tm100266,"[{'person_id': 201099, 'name': ""Morissa O'Mara"", 'character': 'Hanna', 'role': 'ACTOR'}, {'person_id': 201100, 'name': ""Alana O'Mara"", 'character': 'Jasmine', 'role': 'ACTOR'}, {'person_id': 593360, 'name': 'Dan Benson', 'character': 'Luke', 'role': 'ACTOR'}, {'person_id': 109203, 'name': 'Kevin M. Horton', 'character': 'Charlie', 'role': 'ACTOR'}, {'person_id': 5014, 'name': 'Luke Perry', 'character': 'Cole', 'role': 'ACTOR'}, {'person_id': 24168, 'name': 'Boyd Kestner', 'character': 'Frank', 'role': 'ACTOR'}, {'person_id': 201101, 'name': 'Brett Howell', 'character': 'Cody', 'role': 'ACTOR'}, {'person_id': 364296, 'name': 'Steve Mokate', 'character': 'James', 'role': 'ACTOR'}, {'person_id': 198402, 'name': 'Moira Squier', 'character': 'Lydia', 'role': 'ACTOR'}, {'person_id': 159514, 'name': 'Joel Souza', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",9.0,Joel Souza
19,tm1003143,"[{'person_id': 1351506, 'name': 'Jesse Dwight Bingham', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 2255289, 'name': 'Gerald Griggs', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 2255141, 'name': 'Natasha Eli Pearson', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 2254881, 'name': 'Omegia Keeys', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",3.0,Omegia Keeys
20,tm100333,"[{'person_id': 28774, 'name': 'Lillian Gish', 'character': 'Lucy Burrows', 'role': 'ACTOR'}, {'person_id': 207781, 'name': 'Richard Barthelmess', 'character': 'Cheng Huan', 'role': 'ACTOR'}, {'person_id': 51911, 'name': 'Donald Crisp', 'character': 'Battling Burrows', 'role': 'ACTOR'}, {'person_id': 132080, 'name': 'Arthur Howard', 'character': ""Burrows' Manager"", 'role': 'ACTOR'}, {'person_id': 47776, 'name': 'Edward Peil Sr.', 'character': 'Evil Eye', 'role': 'ACTOR'}, {'person_id': 74198, 'name': 'George Beranger', 'character': 'The Spying One', 'role': 'ACTOR'}, {'person_id': 132081, 'name': 'Norman Selby', 'character': 'A Prizefighter', 'role': 'ACTOR'}, {'person_id': 55739, 'name': 'D.W. Griffith', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",7.0,D.W. Griffith
21,tm100334,"[{'person_id': 24127, 'name': ""Edmond O'Brien"", 'character': 'Roy Collins', 'role': 'ACTOR'}, {'person_id': 57463, 'name': 'Frank Lovejoy', 'character': 'Gilbert Bowen', 'role': 'ACTOR'}, {'person_id': 219601, 'name': 'William Talman', 'character': 'Emmett Myers', 'role': 'ACTOR'}, {'person_id': 598870, 'name': 'José Torvay', 'character': 'Captain Alvarado', 'role': 'ACTOR'}, {'person_id': 107781, 'name': 'Sam Hayes', 'character': 'Radio Broadcaster', 'role': 'ACTOR'}, {'person_id': 105458, 'name': 'Wendell Niles', 'character': 'Wendell Niles', 'role': 'ACTOR'}, {'person_id': 14739, 'name': 'Jean Del Val', 'character': 'Inspector General', 'role': 'ACTOR'}, {'person_id': 44083, 'name': 'Clark Howat', 'character': 'Government Agent', 'role': 'ACTOR'}, {'person_id': 224358, 'name': 'Natividad Vacío', 'character': 'Jose', 'role': 'ACTOR'}, {'person_id': 560057, 'name': 'Larry Hudson', 'character': 'FBI Agent', 'role': 'ACTOR'}, {'person_id': 90062, 'name': 'Collier Young', 'character': 'Sleeping Mexican Peon', 'role': 'ACTOR'}, {'person_id': 555804, 'name': 'Gordon Barnes', 'character': 'Hendrickson', 'role': 'ACTOR'}, {'person_id': 71919, 'name': 'Rodney Bell', 'character': 'William Johnson', 'role': 'ACTOR'}, {'person_id': 1151702, 'name': 'Orlando Beltran', 'character': 'Salesman', 'role': 'ACTOR'}, {'person_id': 508317, 'name': 'Wade Crosby', 'character': 'Joe', 'role': 'ACTOR'}, {'person_id': 1151703, 'name': 'June Dinneen', 'character': 'Waitress', 'role': 'ACTOR'}, {'person_id': 153295, 'name': 'Joe Dominguez', 'character': 'Bit Part', 'role': 'ACTOR'}, {'person_id': 96863, 'name': 'Henry A. Escalante', 'character': 'Mexican Guard', 'role': 'ACTOR'}, {'person_id': 521258, 'name': 'Al Ferrara', 'character': 'Gas Station Attendant', 'role': 'ACTOR'}, {'person_id': 1151708, 'name': 'Taylor Flaniken', 'character': 'Mexican Cop', 'role': 'ACTOR'}, {'person_id': 219734, 'name': 'Nacho Galindo', 'character': 'Jose Abarrotes, Store Proprietor', 'role': 'ACTOR'}, {'person_id': 14748, 'name': 'Martín Garralaga', 'character': 'Bartender', 'role': 'ACTOR'}, {'person_id': 557231, 'name': 'Ed Hinton', 'character': 'Chief of Police', 'role': 'ACTOR'}, {'person_id': 1151795, 'name': 'Jerry Lawrence', 'character': 'News Broadcaster', 'role': 'ACTOR'}, {'person_id': 558955, 'name': 'George Navarro', 'character': 'Salesman', 'role': 'ACTOR'}, {'person_id': 1151789, 'name': 'Kathy Riggins', 'character': 'Little Girl at Abarrotes', 'role': 'ACTOR'}, {'person_id': 71401, 'name': 'Tony Roux', 'character': 'Gas Station Owner', 'role': 'ACTOR'}, {'person_id': 525568, 'name': 'Felipe Turich', 'character': 'Bit Part', 'role': 'ACTOR'}, {'person_id': 544244, 'name': 'Rosa Turich', 'character': 'Woman', 'role': 'ACTOR'}, {'person_id': 58269, 'name': 'Ida Lupino', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",29.0,Ida Lupino
22,tm100338,"[{'person_id': 578835, 'name': 'Harry Schenck', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 578834, 'name': 'Joan Baldwin', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 578836, 'name': 'Nain Sei', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 578835, 'name': 'Harry Schenck', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",3.0,Harry Schenck
23,tm100369,"[{'person_id': 11865, 'name': 'Ozzy Osbourne', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 163308, 'name': 'Tony Iommi', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 68506, 'name': 'Geezer Butler', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 449440, 'name': 'Bill Ward', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 354815, 'name': 'Tom Allom', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 354816, 'name': 'Deena Weinstein', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 15126, 'name': 'Henry Rollins', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 189361, 'name': 'Matthew Longfellow', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",7.0,Matthew Longfellow
24,tm100402,"[{'person_id': 25629, 'name': 'John Wayne', 'character': 'Hondo Lane', 'role': 'ACTOR'}, {'person_id': 74188, 'name': 'Geraldine Page', 'character': 'Angie Lowe', 'role': 'ACTOR'}, {'person_id': 13323, 'name': 'Ward Bond', 'character': 'Bufallo Baker', 'role': 'ACTOR'}, {'person_id': 37010, 'name': 'Michael Pate', 'character': 'Vittorio', 'role': 'ACTOR'}, {'person_id': 64939, 'name': 'Rodolfo Acosta', 'character': 'Silva', 'role': 'ACTOR'}, {'person_id': 29571, 'name': 'James Arness', 'character': 'Lennie', 'role': 'ACTOR'}, {'person_id': 74189, 'name': 'Tom Irish', 'character': 'Lt. McKay', 'role': 'ACTOR'}, {'person_id': 74190, 'name': 'Lee Aaker', 'character': 'Johnny Lowe', 'role': 'ACTOR'}, {'person_id': 21354, 'name': 'Paul Fix', 'character': 'Major Sherry', 'role': 'ACTOR'}, {'person_id': 73846, 'name': 'Frank McGrath', 'character': 'Lowes Partner', 'role': 'ACTOR'}, {'person_id': 74191, 'name': 'Morry Ogden', 'character': 'Pferdehändler', 'role': 'ACTOR'}, {'person_id': 28905, 'name': 'Chuck Roberson', 'character': 'Otawanga', 'role': 'ACTOR'}, {'person_id': 24135, 'name': 'Rayford Barnes', 'character': 'Pete', 'role': 'ACTOR'}, {'person_id': 18254, 'name': 'Leo Gordon', 'character': 'Ed Lowe', 'role': 'ACTOR'}, {'person_id': 563344, 'name': 'Bobby Somers', 'character': 'Stunts', 'role': 'ACTOR'}, {'person_id': 36601, 'name': 'John Farrow', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",15.0,John Farrow
25,tm1004072,"[{'person_id': 6958, 'name': 'Amitabh Bachchan', 'character': 'Lateef Zaidi', 'role': 'ACTOR'}, {'person_id': 66874, 'name': 'Emraan Hashmi', 'character': 'Sameer Mehra', 'role': 'ACTOR'}, {'person_id': 829914, 'name': ""Krystle D'Souza"", 'character': 'Natasha Oswal', 'role': 'ACTOR'}, {'person_id': 68634, 'name': 'Annu Kapoor', 'character': 'Paramjeet Singh Bhuller', 'role': 'ACTOR'}, {'person_id': 230681, 'name': 'Rhea Chakraborty', 'character': 'Anna', 'role': 'ACTOR'}, {'person_id': 70162, 'name': 'Siddhanth Kapoor', 'character': 'Joe', 'role': 'ACTOR'}, {'person_id': 231558, 'name': 'Dhritiman Chatterjee', 'character': 'Justice Jagdish Acharya', 'role': 'ACTOR'}, {'person_id': 145986, 'name': 'Raghubir Yadav', 'character': 'Hariya Jatav', 'role': 'ACTOR'}, {'person_id': 353219, 'name': 'Samir Soni', 'character': 'G. S. Oswal', 'role': 'ACTOR'}, {'person_id': 2040892, 'name': ""Alexx O'Nell"", 'character': 'Richard', 'role': 'ACTOR'}, {'person_id': 68029, 'name': 'Rumi Jaffery', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",10.0,Rumi Jaffery
26,tm1004275,"[{'person_id': 10662, 'name': 'Asjha Cooper', 'character': 'Shawna', 'role': 'ACTOR'}, {'person_id': 75998, 'name': 'Fabrizio Guido', 'character': 'Pedro', 'role': 'ACTOR'}, {'person_id': 43571, 'name': 'Craig Tate', 'character': 'Lefrak', 'role': 'ACTOR'}, {'person_id': 5198, 'name': 'Keith David', 'character': 'Babineaux', 'role': 'ACTOR'}, {'person_id': 1707545, 'name': 'Mason Beauchamp', 'character': 'Chris', 'role': 'ACTOR'}, {'person_id': 1235472, 'name': 'Abbie Gayle', 'character': 'Granya', 'role': 'ACTOR'}, {'person_id': 802298, 'name': 'Frankie Smith', 'character': 'Jamal', 'role': 'ACTOR'}, {'person_id': 717849, 'name': 'Kenneisha Thompson', 'character': 'Denise', 'role': 'ACTOR'}, {'person_id': 97690, 'name': 'Derek Roberts', 'character': 'Steven', 'role': 'ACTOR'}, {'person_id': 821609, 'name': 'Al Mitchell', 'character': 'Marvin', 'role': 'ACTOR'}, {'person_id': 339254, 'name': 'Sammy Nagi Njuguna', 'character': 'Tunde', 'role': 'ACTOR'}, {'person_id': 1992870, 'name': 'Tunde Laleye', 'character': 'Yakubu', 'role': 'ACTOR'}, {'person_id': 31217, 'name': 'Theodus Crane', 'character': 'Bald Guy', 'role': 'ACTOR'}, {'person_id': 1323999, 'name': 'Joseph Singletary', 'character': 'Vampire', 'role': 'ACTOR'}, {'person_id': 2066166, 'name': 'Andrew Penrow', 'character': 'Vampire', 'role': 'ACTOR'}, {'person_id': 16963, 'name': 'Tim J. Smith', 'character': 'Homeless Vampire #1', 'role': 'ACTOR'}, {'person_id': 829641, 'name': 'Maritte Lee Go', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",16.0,Maritte Lee Go
